name,gongyi,kouwei,shijian,nandu,zhuliao,fuliao,buzhou,less,more,no,tang,reliang,zhifang,text,parsed
苹果玫瑰,烤,甜味,15分钟,中级掌勺,苹果1个;,低粉50克;玉米油15克;蜂蜜1茶匙;白糖1汤匙;,"步骤1:原料。
步骤2:苹果切薄片。
步骤3:煮锅里放入白糖，煮苹果片。
步骤4:煮至苹果变软后捞出，控干水分。
步骤5:用低粉50克，玉米油15克，煮苹果的热水25克和成面团，擀成薄面片后切条。上面依次摆好6到7片苹果片，用手稍稍按一下。
步骤6:从一边卷起后放入小蛋糕模具中。
步骤7:放入烤箱中层，170度，烤20分钟。
步骤8:时间到，立即从烤箱取出，刷稀释的蜂蜜水增加亮度。
",减肥人群;,高血脂人群;高血压人群;儿童;,高血糖人群;,17.43克,160.4克,5.9克,苹果1个;苹果玫瑰,苹果 苹果 
白菜螃蟹羹,煮,家常味,15分钟,中级掌勺,螃蟹3只;白菜240克;,水淀粉适量;油3汤勺;料酒1汤勺;盐1.5勺;味精0.5勺;,"步骤1:食材：螃蟹（已清洗）、白菜（已清洗切开）、水淀粉
步骤2:将已清洗好的螃蟹去蟹壳蟹鳃用剪刀剪开。
步骤3:烧锅加3汤勺油烧热，下入已剪开的螃蟹，加1汤勺料酒。
步骤4:翻炒翻炒。
步骤5:随后，合入切开白菜翻炒一下。
步骤6:接着，加适量的清水煮开至熟。
步骤7:然后，加1.5勺盐。
步骤8:加0.5勺味精。
步骤9:调味翻匀。
步骤10:最后，加入水淀粉。
步骤11:勾芡翻匀，即成。
",无,高血压人群;高血脂人群;减肥人群;高血糖人群;儿童;,无,1.61克,53.1克,3克,螃蟹3只;白菜240克;白菜螃蟹羹,螃蟹 白菜 白菜 螃蟹 
卤牛肉,卤,酱香味,2小时,初中水平,牛肉1000克;,花椒5克;大料5克;料酒10毫升;葱适量;姜适量;老抽适量;盐适量;香叶5片;桂皮1块;,"步骤1:牛肉提前泡水，期间换水两三次，去除血水。
步骤2:将牛肉放入锅中，加入葱姜，焯烫5分钟。
步骤3:焯烫好的牛肉捞出在冷水中浸泡一下。
步骤4:将牛肉放入锅中，加入花椒、大料、香叶、葱、姜、料酒、桂皮等调料。
步骤5:加入老抽、盐，大火烧开，小火慢炖2个小时。
步骤6:煮好的牛肉在汤中浸泡过夜，这样更入味，吃的时候切片即可。
",减肥人群;,高血糖人群;高血脂人群;高血压人群;儿童;,无,1.96克,123.5克,4.1克,牛肉1000克;卤牛肉,牛肉 牛肉 
番茄牛肉酱,炒,酸甜味,30分钟,初级入门,番茄1000克;牛肉200克;,洋葱半个;芝士粉5克;蒜头2瓣;糖1汤匙;盐适量;生抽1汤匙;番茄沙司适量;黄油适量;,"步骤1:番茄底部划十字刀，开水锅里烫一下，去皮去蒂切块备用。
步骤2:牛肉选比较嫩的牛里脊部位。洗净剁成肉末。洋葱切碎，蒜头剁碎。
步骤3:炒锅，适量油，（有黄油最好）倒入牛肉末，炒散炒变色后，加入生抽，适量番茄沙司。炒均匀后出锅备用。
步骤4:洗净炒锅，黄油化开（没黄油就用食用油）爆香蒜末，倒入洋葱碎，炒变色出香味
步骤5:倒入番茄，为了让番茄更容易出汁，调入适量盐，糖。
步骤6:等番茄炒烂出沙后，倒入炒好的牛肉末。翻拌均匀后继续煮。为了味道更好，可以调入适量的番茄沙司。
步骤7:酱汁慢慢的变的浓稠时，调入芝士粉。翻炒几下就可以关火出锅了。家中没有芝士粉的可不放。但放了芝士粉，这个酱会变的更香更好吃。三不五时的炒一大碗放冰箱，懒得炒菜时，就煮点面条，拌着吃。或是焖一碗米饭，盖浇着吃。味道都超好的。
",无,高血压人群;高血脂人群;减肥人群;高血糖人群;儿童;,无,2.94克,40.4克,1.6克,番茄1000克;牛肉200克;番茄牛肉酱,番茄 牛肉 番茄 牛肉 
香烤土豆,烤,其它口味,60分钟,初级入门,土豆2个;,罗勒2克;意大利综合香料2克;迷迭香1克;食盐1茶匙;黑胡椒碎1茶匙;植物油1茶匙;,"步骤1:准备所需材料
步骤2:将土豆洗净切成中等块
步骤3:锅内放入清水煮沸，然后加入土豆煮至八成熟
步骤4:将煮好的土豆捞起，加入植物油、盐、罗勒、综合香料、迷迭香、黑胡椒碎拌匀，腌制20分钟
步骤5:再摆入烤盘内
步骤6:烤箱预热180度，放入中层烤20分钟，反面再烤15分钟
步骤7:烤好的土豆
",高血压人群;减肥人群;儿童;,高血脂人群;,高血糖人群;,12.95克,106克,3克,土豆2个;香烤土豆,土豆 土豆 
自制辣椒粉,其它工艺,香辣味,60分钟,中级掌勺,辣椒1000克;,无无;,"步骤1:新鲜的辣椒清洗干净后稍微沥干水，用线串起来，挂在阳台上风干后用湿毛巾抹干净干辣椒表面的浮尘，稍微晾一下，让辣椒变得更干
步骤2:处理好的辣椒用刀子切去蒂
步骤3:稍微切几下
步骤4:将干辣椒放入破壁机
步骤5:设置坚果键研磨一分钟，用筷子稍微翻动下，继续工作一分钟即可得到细碎的辣椒粉
",儿童;,高血糖人群;减肥人群;高血脂人群;高血压人群;,无,4.97克,30.4克,0.3克,辣椒1000克;自制辣椒粉,辣椒 辣椒 
焦香小土豆,炸,香辣味,30分钟,中级掌勺,小土豆500克;,酷客壹佰烤肉料20克;油辣椒1勺;油半锅;,"步骤1:小土豆去皮，清洗干净
步骤2:切成两半
步骤3:烧热一锅油，将小土豆快沿着锅边放进去，不时翻动下，让土豆哦均匀受热
步骤4:将炸熟的土豆沥干油，捞出来
步骤5:另起油锅，不用放底油，直接将炸熟的土豆倒进锅里，放入一勺油辣椒、
步骤6:倒入10克酷客壹佰烤肉料
步骤7:翻拌均匀即可出锅
",减肥人群;高血脂人群;高血压人群;儿童;,无,高血糖人群;,11.2克,94.3克,2.5克,小土豆500克;焦香小土豆,土豆 土豆 
苹果汤,煮,甜味,15分钟,初中水平,苹果500克;,枸杞适量;蜂蜜适量;,"步骤1:将枸杞泡水几分钟，清洗干净备用。
步骤2:备好苹果。
步骤3:切去苹果坏的部分，去核，不要削皮，并将苹果切成大丁。
步骤4:取一煮锅，将苹果放入，并倒入适量的清水。注：500克苹果大约500毫升的水。
步骤5:大火煮开，转小火25分钟。注:怕酸可以加点白糖或冰糖与苹果同煮.
步骤6:最后将枸杞倒入，煮开就可以享用了。注：也可调点蜂蜜口味更加好。
步骤7:酸酸甜甜的非常的好吃哟，还可解酒。
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,11.2克,65.7克,0.3克,苹果500克;苹果汤,苹果 苹果 
瘦肉番茄粉丝汤,煮,家常味,30分钟,初级入门,猪肉(瘦)200克;西红柿2个;粉丝1把;,姜3片;食盐1小勺;小葱1根;料酒1茶匙;香油2滴;玉米淀粉1茶匙;白糖1茶匙;水适量;酱油1汤匙;鸡精1/2茶匙;,"步骤1:准备所需材料
步骤2:粉丝提前用清水泡软
步骤3:将泡软的粉丝捞起备用
步骤4:番茄洗净切成小块，瘦肉洗净切成丝
步骤5:瘦肉加入盐、玉米淀粉、食用油、料酒、酱油、鸡精、糖
步骤6:然后拌匀腌制5分钟
步骤7:锅内加入清水，放入姜片烧开
步骤8:水开后加入番茄继续煮10分钟
步骤9:然后加入粉丝煮5分钟
步骤10:最后加入腌制好的瘦肉
步骤11:等锅再次烧开后加入适量的盐和香油，出锅前撒上葱花即可
",减肥人群;高血脂人群;高血压人群;儿童;,无,高血糖人群;,18.2克,214克,10.7克,猪肉(瘦)200克;西红柿2个;粉丝1把;瘦肉番茄粉丝汤,猪肉 番茄 猪肉 番茄 
香甜烤玉米,烤,甜味,60分钟,高级厨师,玉米3个;,牛奶半碗;蜂蜜10克;油10克;,"步骤1:玉米洗干净，去掉须
步骤2:放入小锅里煮熟
步骤3:煮熟的玉米捞出来，沥干水备用
步骤4:蜂蜜加少许凉开水调匀
步骤5:在玉米上先刷一层牛奶，再刷一层蜂蜜，稍微晾一下，再刷一层玉米油
步骤6:刷好的玉米放在烤网上，下面垫上烤盘，200度，烤30分钟
步骤7:出炉，稍微冷却
",高血脂人群;高血压人群;儿童;,无,高血糖人群;减肥人群;,52.29克,352克,3.8克,玉米3个;香甜烤玉米,玉米 玉米 
孜然小土豆,烧,其它口味,15分钟,新手尝试,小土豆400g;,色拉油2勺;豆豉半勺;椒盐粉适量;葱花1根;孜然粉适量;鸡精半小勺;蒜头4瓣;,"步骤1:超市买的小土豆洗干净
步骤2:放入锅里煮30分钟左右，煮到能用筷子轻松戳穿关火，捞出用冷水冲凉
步骤3:耐心地剥去外皮，实在偷懒不剥也可以
步骤4:用刀背轻轻压一下，不要太用力不然碎了
步骤5:平底锅里放适量油，爆香蒜茸
步骤6:放入土豆煎至两面金黄色
步骤7:另外起油锅放点豆豉爆香
步骤8:加入蒜蓉爆香
步骤9:放入煎过的小土豆
步骤10:加适量椒盐粉
步骤11:加孜然粉和鸡精
步骤12:翻炒均匀后撒葱花出锅
",高血糖人群;,减肥人群;高血脂人群;高血压人群;儿童;,无,9.8克,79.4克,2.1克,小土豆400g;孜然小土豆,土豆 土豆 
土豆西红柿浓汤,炖,酸甜味,15分钟,初中水平,土豆260克;西红柿320克;,生姜3克;大蒜8克;精盐3克;胡椒粉1克;鸡粉0.5克;食用油20毫升;,"步骤1:主要原材料准备。
步骤2:土豆去皮，洗净切小丁。
步骤3:西红柿去皮，洗净切小丁。
步骤4:生姜，大蒜切碎。
步骤5:锅中注入食油，下姜，蒜煸炒。
步骤6:炒出香味后下西红柿。
步骤7:边炒边用炒勺按压，炒出汁水。
步骤8:加入适量的清水。
步骤9:大火烧开后加入土豆。
步骤10:汤汁再次沸腾时，加精盐。
步骤11:加胡椒粉，转中小火煮约12分钟。
步骤12:汤汁浓稠时，加鸡粉调味。
步骤13:关火，撒少许蒜末，即可出锅享用啦。
",高血糖人群;,高血压人群;高血脂人群;减肥人群;儿童;,无,6.3克,67.5克,3.4克,土豆260克;西红柿320克;土豆西红柿浓汤,土豆 番茄 土豆 番茄 
猪肉大串,烤,五香味,60分钟,初级入门,猪肉500克;,油适量;盐适量;酱油适量;料酒适量;五香粉适量;,"步骤1:猪肉洗净，用厨房纸吸去多余水分
步骤2:切成均匀小块
步骤3:加入适量食盐
步骤4:加入适量油
步骤5:加入适量酱油
步骤6:加入适量料酒
步骤7:加入适量五香粉，搅拌均匀，腌制2小时左右
步骤8:用签子串成肥瘦相间的串
步骤9:刷上一层油
步骤10:烤箱预热，180度，中层，15分钟左右翻面，刷油，继续烤10分钟左右即可
",高血糖人群;高血压人群;儿童;,无,减肥人群;高血脂人群;,2.17克,388.8克,36.3克,猪肉500克;猪肉大串,猪肉 猪肉 
鸡蛋土豆丝饼,煎,黑椒味,10分钟,初级入门,土豆2个;鸡蛋2个;,食用油2汤匙;盐1小勺;黑胡椒粉1小勺;小葱1根;,"步骤1:准备所需材料
步骤2:土豆去皮洗净，擦成丝
步骤3:将鸡蛋打入土豆丝内
步骤4:再加入盐、葱花、黑胡椒粉
步骤5:然后拌均匀
步骤6:锅内加入食用油烧热
步骤7:放入拌匀的土豆丝
步骤8:用小火煎至两面金黄色即可
",高血糖人群;,高血脂人群;减肥人群;高血压人群;儿童;,无,6.3克,97.2克,4克,土豆2个;鸡蛋2个;鸡蛋土豆丝饼,土豆 鸡蛋 鸡蛋 
鸡蛋卷,煎,葱香味,10分钟,新手尝试,鸡蛋2个;,食盐1小勺;小葱1根;食用油2汤匙;番茄沙司1小勺;,"步骤1:准备所需材料
步骤2:将小葱洗净切成葱花
步骤3:鸡蛋打散打均匀
步骤4:加入切好的小葱、盐
步骤5:然后搅拌均匀
步骤6:平底锅内加入适量食用油烧热
步骤7:倒入打搅好鸡蛋液
步骤8:煎至底部定型后，然后卷起
步骤9:卷起后，再煎至两面金黄即可出锅
",高血压人群;高血脂人群;减肥人群;儿童;,高血糖人群;,无,1.68克,169.9克,14克,鸡蛋2个;鸡蛋卷,鸡蛋 鸡蛋 
腌鸡蛋,腌,咸鲜味,数天,新手尝试,鸡蛋5个;,盐100克;八角5克;桂皮1克;花椒1克;白酒20克;,"步骤1:准备材料
步骤2:锅中加入500ml清水，加入八角、桂皮、花椒、盐
步骤3:煮沸，冷却
步骤4:鸡蛋沾白酒
步骤5:倒入高汤
步骤6:盖上保鲜膜腌制。
步骤7:吃的时候直接煮熟即可食用。
",减肥人群;,高血脂人群;高血压人群;高血糖人群;儿童;,无,1.75克,126.7克,7.7克,鸡蛋5个;腌鸡蛋,鸡蛋 鸡蛋 
土豆丝煎蛋,煎,家常味,10分钟,新手尝试,土豆2个;鸡蛋4个;,白胡椒粉1茶匙;葱花适量;盐1茶匙;黑芝麻适量;椒盐适量;,"步骤1:土豆擦丝，倒入清水中洗净淀粉；
步骤2:捞出沥干；
步骤3:蛋黄、蛋清分离；
步骤4:土豆丝加1茶匙白胡椒粉、1茶匙盐拌匀；
步骤5:并倒入适量的蛋清搅拌；
步骤6:锅中倒入油，取一人份的土豆丝放入锅内，用筷子凹出圆形，中间留空，小火煎2分钟左右；
步骤7:蛋黄打散，倒入中间的凹槽内；
步骤8:成型后煎至金黄翻面，待另一面也变成金黄后即可盛出；
步骤9:撒上椒盐、葱花和黑芝麻即可~
",高血压人群;减肥人群;高血糖人群;儿童;,高血脂人群;,无,5.67克,119.9克,6.2克,土豆2个;鸡蛋4个;土豆丝煎蛋,土豆 鸡蛋 土豆 
早餐土豆火腿胡萝卜饼,煎,家常味,15分钟,新手尝试,土豆;胡萝卜;小芹菜;火腿肠;鸡蛋;,食盐;,"步骤1:准备好食材
步骤2:准备好食材
步骤3:将土豆放到锅里蒸熟（可以将土豆切成小块再蒸，会比较容易熟的）
步骤4:小芹菜，胡萝卜和火腿肠都切成丁（在切胡萝卜的时候可以先将其刨成丝，然后再切会比较容易的）
步骤5:
步骤6:
步骤7:
步骤8:将蒸熟的土豆压成土豆泥
步骤9:
步骤10:将上述材料混合
步骤11:加少量的面粉和鸡蛋，食盐混合搅匀
步骤12:将上述材料放进冰箱里面，第二天早上备用
步骤13:煎锅烧热，放油，然后开始煎，两面煎的金黄就可以了
步骤14:
",高血压人群;儿童;,高血脂人群;减肥人群;高血糖人群;,无,4.41克,69.4克,3.3克,土豆;胡萝卜;小芹菜;火腿肠;鸡蛋;早餐土豆火腿胡萝卜饼,土豆 胡萝卜 鸡蛋 土豆 胡萝卜 
五花肉鸡蛋卷,炒,家常味,5分钟,新手尝试,鸡蛋;五花肉;花菇;笋;芦笋;,盐;鸡精;蚝油;生粉;姜;,"步骤1:鸡蛋摊饼。
步骤2:五花肉放盐，鸡精，蚝油腌制。
步骤3:下生粉，蛋液抓匀。
步骤4:花菇切丝，姜切丝，笋切丝，芦笋切丁。
步骤5:五花肉切末。
步骤6:蛋饼切丁，炒匀。
步骤7:包入蛋饼，卷成蛋卷。
步骤8:煎至定型，切开即可。
步骤9:腌好的五花肉炸熟摆盘即可。
",无,高血脂人群;减肥人群;高血糖人群;高血压人群;儿童;,无,2.45克,58克,3.9克,鸡蛋;五花肉;花菇;笋;芦笋;五花肉鸡蛋卷,鸡蛋 猪肉 猪肉 鸡蛋 
五花肉白菜包,蒸,家常味,30分钟,未知,五花肉(熟)1小碗;白菜适量;,葱姜适量;精盐少许;五香粉半勺;香油2勺;鸡精少许;,"步骤1:五花肉做很多，用一小碗做肉馅。
步骤2:剁成小块
步骤3:放入葱姜调味料
步骤4:拌均匀
步骤5:放入白菜碎
步骤6:放入香油拌均匀
步骤7:发好面
步骤8:揉搓排气下剂
步骤9:擀皮包馅
步骤10:放入锅中醒20分钟
步骤11:上汽蒸15分钟关火焖3分钟
步骤12:特好吃
",高血脂人群;减肥人群;高血压人群;高血糖人群;儿童;,无,无,0.42克,253.2克,25.3克,五花肉(熟)1小碗;白菜适量;五花肉白菜包,猪肉 白菜 猪肉 白菜 
苹果鸡蛋饼,烙,甜味,30分钟,未知,苹果一个;鸡蛋3个;,面粉适量;玉米油少许;,"步骤1:准备苹果切丝，鸡蛋。
步骤2:苹果切丝放入盆中
步骤3:筛入面粉
步骤4:搅拌均匀成糊状
步骤5:电饼铛加热刷上少许油倒入面糊
步骤6:小火慢烙
步骤7:烙至两面金黄
步骤8:切成若干份装入盘中，早餐开始了。
",减肥人群;,高血脂人群;高血压人群;儿童;,高血糖人群;,11.55克,134.8克,4.9克,苹果一个;鸡蛋3个;苹果鸡蛋饼,苹果 鸡蛋 苹果 鸡蛋 
胡萝卜炒黄瓜条,炒,家常味,10分钟,中级掌勺,黄瓜一根;胡萝卜一根;,油一勺;盐一撮;,"步骤1:黄瓜和胡萝卜都切丝
步骤2:烧开一锅水，将胡萝卜放入开水里汆烫，捞出沥干
步骤3:两种食材都处理好了
步骤4:油锅烧热，将胡萝卜煸炒透后加入黄瓜丝，一起翻炒片刻
步骤5:淋入生抽，撒盐
步骤6:稍微翻炒几下即可出炉
",无,高血压人群;高血脂人群;高血糖人群;减肥人群;儿童;,无,3.64克,30.3克,1.4克,黄瓜一根;胡萝卜一根;胡萝卜炒黄瓜条,黄瓜 胡萝卜 胡萝卜 黄瓜 
鸡蛋煎饼,煎,葱香味,10分钟,新手尝试,鸡蛋一个;面粉适量;,小葱两根;盐一勺;,"步骤1:小葱洗干净，切碎。
步骤2:土鸡蛋一个，搅匀。
步骤3:鸡蛋液里加适量的水，普通的凉水，再加适量的面粉，盐，小葱碎一起搅拌成均匀的稀面糊。
步骤4:油锅润少许油，不要多，如果方便用刷子薄薄刷一层就可以了，用勺子舀一勺面糊到锅里，中小火，转动锅，使面糊均匀的流动开成圆形。两面煎熟。
步骤5:第一张饼由于油不还没有充分浸润锅具，通常会不太漂亮，到第二张颜色就金黄均匀了，这是正常现象。煎完一个不需要洗锅，再刷一层薄薄的油即可，每张饼一层油，油量一定要少
",高血压人群;减肥人群;儿童;,高血脂人群;,高血糖人群;,20.65克,192.8克,4.2克,鸡蛋一个;面粉适量;鸡蛋煎饼,鸡蛋 鸡蛋 
胡萝卜土豆丝饼,煎,咸鲜味,15分钟,新手尝试,胡萝卜半条;土豆2个;,油适量;盐适量;鸡粉适量;粘米粉适量;五香粉适量;,"步骤1:将土豆和胡萝卜去皮.
步骤2:将土豆丝和胡萝卜都切成丝，土豆可以多一些，胡萝卜纯粹是做装饰.
步骤3:加入适量的粘米粉，盐，鸡粉搅匀。
步骤4:再加少量的水，我还撒了五香粉和芝麻，再次搅匀。
步骤5:电饼铛打开，刷油，用筷子夹起胡萝卜土豆丝，弄成小圆形状，不圆也没关系哈，这个一点也不复杂的，加盖焖3分钟。
步骤6:翻另一面烙，烙至土豆丝成焦黄状态最美味哦。切记要多翻翻哦，以免烤焦了就浪费了。
步骤7:开抢了。
",高血糖人群;,减肥人群;高血压人群;高血脂人群;儿童;,无,9.94克,60克,0.2克,胡萝卜半条;土豆2个;胡萝卜土豆丝饼,胡萝卜 土豆 胡萝卜 
